epoch,loss,val_loss
58,0.0016040256563832776,0.004125061444938183
59,0.0013800869120233175,0.003011421300470829
0,0.09785641489886782,0.017002189066261053
1,0.08727251576621914,0.005692340433597565
2,0.03841722340762822,0.00877600652165711
3,0.020518062021842018,0.0053425857331603765
0,0.06308131434747742,0.011247817426919937
1,0.07142187393684354,0.005392687628045678
2,0.025897103811277904,0.0056072985753417015
3,0.017754991826627195,0.005229757400229573
4,0.012787500645370327,0.00547610130161047
5,0.00869777353525731,0.006496323039755225
6,0.012744654906176342,0.007049325853586197
7,0.008447348683451613,0.007549439324066043
8,0.009444647020750886,0.009990339633077383
9,0.008333727030225823,0.010125470347702503
10,0.006931485857219539,0.014016774483025074
11,0.00667977859686491,0.0071621781680732965
12,0.005861136228001366,0.005732642021030188
13,0.005107405773338137,0.004343715962022543
14,0.004741526307447607,0.005747528281062841
15,0.004434832239187219,0.004182709148153663
16,0.004205798597670057,0.004887262592092156
17,0.004168383958232071,0.005508915754035115
18,0.00380305682160219,0.00409576459787786
19,0.0036832319407646232,0.004320572363212705
20,0.0032797023240062925,0.004238604800775647
21,0.003145429200635085,0.004217673093080521
22,0.003215614918089058,0.004090566188097
23,0.002980406780908298,0.004197922069579363
24,0.0029978993980977167,0.004030304960906506
25,0.0026759252246443387,0.004769835388287902
26,0.0026154533924353826,0.0036800652742385864
27,0.002531031402920942,0.003762451116926968
28,0.0025075664153620084,0.0037179002538323402
29,0.002447529951395053,0.004334255121648312
30,0.0021979734430917436,0.0037764431908726692
31,0.0023533904677606188,0.003596177091822028
32,0.0023823837448920435,0.004461873089894652
33,0.0022271931391312843,0.003721012850292027
34,0.002205384345466478,0.003971782745793462
35,0.0020186484673306243,0.003479762119241059
36,0.002091455143979854,0.0038842608919367194
37,0.0021282951994281677,0.0040302767883986235
38,0.0019202758873385999,0.0040056423749774694
39,0.0020083326922354493,0.0035805930383503437
40,0.0018016906396951526,0.0034737216774374247
41,0.0018117686494305315,0.0034193849423900247
42,0.0015924638872901495,0.0041640137787908316
43,0.001825362154502525,0.004847037373110652
44,0.0018441557565691052,0.003150315722450614
45,0.0016388399963034317,0.004372709197923541
46,0.0016893316690887634,0.0034679468953981996
47,0.0016728206667014295,0.0031438745791092515
48,0.0015890909142197212,0.0035393848083913326
49,0.0015515182991900172,0.0053273921366781
50,0.0016876946578526662,0.003214814350940287
51,0.0012688234589101437,0.0034876117715612054
52,0.0015336317592300475,0.004851805046200752
53,0.0019465694874977795,0.005983671173453331
54,0.0015453657728762159,0.0027884847950190306
55,0.0013430044337938954,0.002862399094738066
56,0.0014553363467307969,0.003573227091692388
57,0.0013875290072367836,0.0028206795686855912
58,0.0014091313027569817,0.0033345784759148955
59,0.0013586956128064129,0.0040155049646273255
0,0.03104421226905558,0.0072495675412938
1,0.060924382831561506,0.006235759356059134
2,0.017881629617280653,0.005097545334137976
3,0.009416404612066626,0.005079247581306845
4,0.009567149155741759,0.004696051531936973
5,0.007071381173650357,0.005322800192516297
6,0.005605290059434451,0.004535162879619747
7,0.005090152453064818,0.0043334261572454125
8,0.0045938521334146325,0.0042724965896923095
9,0.0038186884304269443,0.00440992834046483
10,0.0036605047565456982,0.004229229351039976
11,0.00336937110743649,0.004029302799608558
12,0.0031721606760952824,0.0038907277630642056
13,0.0031003586914881156,0.003792154195252806
14,0.0028354945432117864,0.003793765150476247
15,0.0027438103562736934,0.0037253147456794977
16,0.0027009609215924314,0.0035618824185803533
17,0.0024977042180457706,0.0034786443575285375
18,0.002608451887263564,0.003345692064613104
19,0.0022527666365636536,0.003343202988617122
20,0.0022242730632864847,0.0032451816950924695
0,0.038390533186847695,0.006165842351038009
1,0.06113080761074466,0.006319699692539871
2,0.01476167979480296,0.005267410539090633
3,0.012157284614560823,0.005237407924141735
4,0.009702068797589556,0.004996166273485869
5,0.008299088741124078,0.0052063961629755795
6,0.006536794159360029,0.004482312418986112
7,0.005481042462633923,0.004384873376693577
8,0.0049561397974832435,0.00431870057946071
9,0.004524455309021161,0.004302744579035789
10,0.0038703625472702994,0.0042114167008548975
11,0.0034505689211466626,0.004246213735314086
12,0.0032952422562458022,0.003995322418631986
13,0.003357767448383006,0.004128569911699742
14,0.003127834603907792,0.003897265298292041
15,0.0032064644151801446,0.003901756019331515
16,0.002813675923420846,0.003675656102132052
17,0.0026277453328696757,0.0038402912905439734
18,0.002671757580419826,0.004018404230009764
19,0.0025131547551388174,0.0035589347826316953
20,0.0024800892149230364,0.003413667727727443
21,0.0022622911154128915,0.0033166754874400795
22,0.002124911827441129,0.0035081965033896267
23,0.0021862878764639733,0.003484568791463971
24,0.0020552878661358074,0.0032429759739898145
25,0.00205105658804658,0.003511301358230412
26,0.0020378759351867325,0.0033862857962958515
27,0.0019935087550186073,0.003392685204744339
28,0.0018290783163801942,0.002918002544902265
29,0.0019080680704556053,0.003041913383640349
30,0.0017439254808925546,0.0031406069174408913
31,0.0017225524206878617,0.0028725678857881576
32,0.0016740311784323658,0.003055765526369214
33,0.0015279665354142166,0.003169628733303398
34,0.0016230829551696425,0.002915229764766991
35,0.0016291977635528136,0.0028014580602757633
36,0.0015384612771732783,0.002968594490084797
37,0.0014245642177647332,0.0028902792546432465
38,0.0013248946472870287,0.002495826018275693
39,0.0014269114658787116,0.0028181718662381172
40,0.001353147545258351,0.002656964905327186
41,0.0013684893421816162,0.0036310387076810002
42,0.003756218699964921,0.002248510834760964
43,0.0014236437753031685,0.0026157715474255383
44,0.0015094193651158413,0.002375347481574863
45,0.0014642567096145925,0.0025321239954791963
46,0.0012643330219607625,0.003024072211701423
47,0.0012317591974499158,0.002385946922004223
48,0.0011861783612009793,0.0030028659966774285
49,0.0012301539186532987,0.002963164006359875
50,0.0013759305566546154,0.002903788990806788
51,0.0012741987119551522,0.003019054653123021
52,0.0012011019158258882,0.0024685485986992717
53,0.0012069922994595726,0.002207940589869395
54,0.0012173342610539465,0.0022851164685562253
55,0.0011807534996281705,0.002324928907910362
56,0.0011098891413279784,0.0021806431468576193
57,0.0011790837987162475,0.002281809982378036
58,0.001125111595831333,0.0022283019789028913
59,0.0010021674681558728,0.0018957596912514418
0,0.039024295949881584,0.010880875090758005
1,0.07267836310590307,0.007722146343439817
2,0.019390909273837072,0.0070677643331388635
3,0.011551988578867167,0.008884581271559
4,0.010794154967879877,0.008299261952439943
5,0.009025132081781824,0.006910955300554633
6,0.00766273995541269,0.007206585335855682
7,0.006900258285653157,0.006955691690867146
8,0.00617505430127494,0.006405451179792483
9,0.006043164668274888,0.007331708834196131
10,0.005367991990836648,0.006739918685828646
11,0.00494819030961177,0.005848255939781666
12,0.004555975116090849,0.0049386098980903625
13,0.004689415409423721,0.0049787298776209354
14,0.004203574993395401,0.004640576274444659
15,0.0037875621526230435,0.004920183137680094
16,0.0036854743729539527,0.0046125901862978935
17,0.003612687793793157,0.004917376519491275
18,0.0035114058666901355,0.004708126575375597
19,0.003114012280032815,0.004062769003212452
20,0.002985025609571797,0.0036899882834404707
21,0.0030391554930247365,0.004260493830467264
22,0.002770407342662414,0.0035885853382448354
23,0.0025687450669162597,0.003394833921144406
24,0.0025003428861964496,0.004481027368456125
25,0.002400321872361625,0.004177122454469402
26,0.002301943448158757,0.0032299444234619537
27,0.002163133362773806,0.005207919205228488
28,0.002100778164458461,0.00406414611885945
29,0.0018949661648851664,0.004306090530008078
30,0.0020841080879714963,0.006126888561993837
31,0.0019258568039125141,0.004115518104905884
32,0.0017736012479872443,0.005651442178835471
33,0.001822761965255874,0.0035717798552165427
34,0.0016506667098534914,0.007867008292426666
35,0.0016274626720890713,0.0031605078062663474
36,0.0016486532869748772,0.005824064215024312
37,0.0013805778825674983,0.005182406244178613
38,0.001399819464616788,0.006023488162706296
39,0.0014277786644621908,0.004540624795481563
40,0.0014180873171426357,0.005059393898894389
41,0.0013397606509291413,0.007026618967453639
42,0.0013949679618235678,0.006816028306881587
43,0.0012218759412159367,0.005170777905732393
44,0.0014790921399253421,0.00533872206384937
45,0.001195433980319649,0.005889217524478833
46,0.0013319629183873379,0.009581817469249168
47,0.001243647257554888,0.005826075406124194
48,0.0011391769299128403,0.002606141303355495
49,0.0013239818620301472,0.004505756155898173
50,0.0012195655896600026,0.004797104590882857
51,0.0009681069825698311,0.0031530999888976416
52,0.0013010002449542904,0.004207502119243145
53,0.0011003388230165002,0.002713537852590283
54,0.001058900406739364,0.0024975232469538846
55,0.0012216767208883539,0.0033027156411359706
56,0.0009657131794180411,0.003356676005447904
57,0.001152955893970405,0.002815086394548416
58,0.0010543863883261415,0.0025929067439089217
59,0.0010685481400287244,0.0033936682157218456
0,0.06084434557124041,0.006501526882251103
1,0.08743173099355772,0.005708764307200909
2,0.02302195904388403,0.005365877412259579
3,0.015046128702427572,0.006116112926974893
4,0.010951334100294237,0.007710632092008988
5,0.010429193513118662,0.007230841787531972
6,0.008108680446942648,0.007897902435312668
7,0.007160451889891798,0.006584512535482645
8,0.0059378066759866975,0.007628979394212365
9,0.005895509988962052,0.008056959292540947
10,0.005044058930070605,0.00733796926215291
11,0.004592407122254371,0.0062601636939992504
12,0.004137995584460441,0.00708599869782726
13,0.003373820977382517,0.006884091378500064
14,0.0033328599713665125,0.00547757411065201
15,0.003796336813926852,0.005714483791962266
16,0.0029976205677182104,0.005004181604211529
17,0.003394993626473782,0.0059953723102808
18,0.002787777855216215,0.0054513852422436075
19,0.00358869359382273,0.004871284045899908
20,0.002613363762551065,0.004473567397023241
21,0.002583875027873243,0.004798852295304338
22,0.002653145587828476,0.004470595391467214
23,0.002392757606382171,0.004163335465515654
24,0.0025528717364068144,0.004299351014196873
25,0.0022049031719992246,0.004042207496240735
26,0.0021226404375435473,0.004118828102946281
27,0.0021932093867993293,0.004052782741685708
28,0.0018070503657024043,0.003775146401797732
29,0.0018928348610643298,0.0037927341957887015
30,0.0018983265850692987,0.003711487321803967
31,0.001776755155394009,0.003900575606773297
32,0.001510563173602956,0.003505104764675101
33,0.001745732359510536,0.003775309848909577
34,0.0016713178643840364,0.0034668308993180594
35,0.001755036813847255,0.0035663607995957136
36,0.0014277900409069844,0.004236158837253849
37,0.0015632288127865952,0.003328833573808273
38,0.0012742177379550413,0.00611933832988143
39,0.0013040349450117597,0.0059755331215759116
40,0.001489790809864644,0.003130936607097586
41,0.001235981803620234,0.004085776473705967
42,0.0013168460796199118,0.006665600618968408
43,0.001439053031693523,0.008623853170623383
44,0.0012882787409277323,0.0028684611121813455
45,0.001288941630142896,0.006450247174749772
46,0.0018387088525438837,0.003225172326589624
47,0.001304180569422897,0.004690610648443301
48,0.0012218838741925235,0.005608495324850082
49,0.0016762880521127954,0.0030768062764157853
50,0.002212746226481007,0.003506349710126718
51,0.0013955632864963263,0.0088890609331429
52,0.0012166613839023437,0.00863785995170474
53,0.0010618210057145917,0.006521852997442086
54,0.00114910524134757,0.005877409906436999
55,0.0011231508236960509,0.006332168045143287
56,0.0012291175250235635,0.0028095607024927935
57,0.0010989547100810646,0.0046738215411702795
58,0.0010438201890792698,0.004310642213871081
59,0.0009578947365904848,0.005675724862764279
